,指數,收盤指數,日期,漲跌(+/-),漲跌百分比(%),漲跌點數
74,電器電纜類指數,46.22,20190912,<p style ='color:red'>+</p>,0.81,0.37
75,電器電纜類指數,45.85,20190911,<p style ='color:red'>+</p>,0.68,0.31
76,電器電纜類指數,45.54,20190910,<p style ='color:red'>+</p>,0.33,0.15
77,電器電纜類指數,45.39,20190909,<p style ='color:red'>+</p>,0.64,0.29
78,電器電纜類指數,45.1,20190906,<p style ='color:red'>+</p>,0.38,0.17
79,電器電纜類指數,44.93,20190905,<p style ='color:green'>-</p>,-0.04,0.02
80,電器電纜類指數,44.95,20190904,<p style ='color:green'>-</p>,-0.04,0.02
81,電器電纜類指數,44.97,20190903,<p style ='color:red'>+</p>,0.58,0.26
82,電器電纜類指數,44.71,20190902,<p style ='color:red'>+</p>,1.22,0.54
83,電器電纜類指數,44.17,20190830,<p style ='color:red'>+</p>,0.98,0.43
84,電器電纜類指數,43.74,20190829,<p style ='color:red'>+</p>,0.25,0.11
85,電器電纜類指數,43.63,20190828,<p style ='color:red'>+</p>,0.11,0.05
86,電器電纜類指數,43.58,20190827,<p style ='color:green'>-</p>,-0.11,0.05
87,電器電纜類指數,43.63,20190826,<p style ='color:green'>-</p>,-1.53,0.68
88,電器電纜類指數,44.31,20190823,<p style ='color:red'>+</p>,1.61,0.7
89,電器電纜類指數,43.61,20190822,<p style ='color:green'>-</p>,-0.02,0.01
90,電器電纜類指數,43.62,20190821,<p style ='color:red'>+</p>,0.58,0.25
91,電器電纜類指數,43.37,20190820,<p style ='color:green'>-</p>,-0.28,0.12
92,電器電纜類指數,43.49,20190819,<p style ='color:red'>+</p>,0.86,0.37
93,電器電纜類指數,43.12,20190816,<p style ='color:red'>+</p>,0.72,0.31
94,電器電纜類指數,42.81,20190815,<p style ='color:green'>-</p>,-1.4,0.61
