,指數,收盤指數,日期,漲跌(+/-),漲跌百分比(%),漲跌點數
0,橡膠類指數,262.42,20191231,<p style ='color:green'>-</p>,-0.33,0.87
1,橡膠類指數,263.29,20191230,<p style ='color:red'>+</p>,0.30,0.8
2,橡膠類指數,262.49,20191227,<p style ='color:red'>+</p>,0.34,0.89
3,橡膠類指數,261.6,20191226,<p style ='color:red'>+</p>,0.18,0.46
4,橡膠類指數,261.14,20191225,<p style ='color:red'>+</p>,0.17,0.44
5,橡膠類指數,260.7,20191224,<p style ='color:green'>-</p>,-0.31,0.81
6,橡膠類指數,261.51,20191223,<p style ='color:green'>-</p>,-1.15,3.03
7,橡膠類指數,264.54,20191220,<p style ='color:red'>+</p>,0.73,1.92
8,橡膠類指數,262.62,20191219,<p style ='color:green'>-</p>,-0.39,1.03
9,橡膠類指數,263.65,20191218,<p style ='color:green'>-</p>,-0.09,0.24
10,橡膠類指數,263.89,20191217,<p style ='color:red'>+</p>,0.46,1.21
11,橡膠類指數,262.68,20191216,<p style ='color:red'>+</p>,0.75,1.95
12,橡膠類指數,260.73,20191213,<p style ='color:green'>-</p>,-0.10,0.27
13,橡膠類指數,261.0,20191212,<p style ='color:red'>+</p>,0.22,0.56
14,橡膠類指數,260.44,20191211,<p style ='color:green'>-</p>,-0.12,0.32
15,橡膠類指數,260.76,20191210,<p style ='color:red'>+</p>,0.37,0.96
16,橡膠類指數,259.8,20191209,<p style ='color:green'>-</p>,-0.36,0.95
17,橡膠類指數,260.75,20191206,<p style ='color:red'>+</p>,0.34,0.89
18,橡膠類指數,259.86,20191205,<p style ='color:green'>-</p>,-0.15,0.4
19,橡膠類指數,260.26,20191204,<p style ='color:red'>+</p>,0.11,0.28
20,橡膠類指數,259.98,20191203,<p style ='color:red'>+</p>,0.32,0.83
21,橡膠類指數,259.15,20191202,<p style ='color:green'>-</p>,-0.61,1.6
22,橡膠類指數,260.75,20191129,<p style ='color:green'>-</p>,-0.96,2.52
23,橡膠類指數,263.27,20191128,<p style ='color:green'>-</p>,-0.23,0.62
24,橡膠類指數,263.89,20191127,<p style ='color:red'>+</p>,0.07,0.19
25,橡膠類指數,263.7,20191126,<p style ='color:green'>-</p>,-0.26,0.69
26,橡膠類指數,264.39,20191125,<p style ='color:red'>+</p>,0.33,0.87
27,橡膠類指數,263.52,20191122,<p style ='color:green'>-</p>,-0.43,1.15
28,橡膠類指數,264.67,20191121,<p style ='color:green'>-</p>,-0.38,1.0
29,橡膠類指數,265.67,20191120,<p style ='color:green'>-</p>,-0.30,0.79
30,橡膠類指數,266.46,20191119,<p style ='color:green'>-</p>,-0.40,1.07
31,橡膠類指數,267.53,20191118,<p style ='color:green'>-</p>,-0.11,0.3
32,橡膠類指數,267.83,20191115,<p style ='color:red'>+</p>,0.10,0.26
33,橡膠類指數,267.57,20191114,<p style ='color:green'>-</p>,-0.68,1.83
34,橡膠類指數,269.4,20191113,<p style ='color:green'>-</p>,-1.00,2.73
35,橡膠類指數,272.13,20191112,<p style ='color:green'>-</p>,-3.46,9.75
36,橡膠類指數,281.88,20191111,<p style ='color:green'>-</p>,-2.27,6.56
37,橡膠類指數,288.44,20191108,<p style ='color:red'>+</p>,0.08,0.22
38,橡膠類指數,288.22,20191107,<p style ='color:green'>-</p>,-0.64,1.87
39,橡膠類指數,290.09,20191106,<p style ='color:green'>-</p>,-0.15,0.45
40,橡膠類指數,290.54,20191105,<p style ='color:green'>-</p>,-0.02,0.06
41,橡膠類指數,290.6,20191104,<p style ='color:red'>+</p>,0.38,1.1
42,橡膠類指數,289.5,20191101,<p style ='color:red'>+</p>,0.39,1.13
43,橡膠類指數,288.37,20191031,<p style ='color:green'>-</p>,-0.12,0.36
44,橡膠類指數,288.73,20191030,<p style ='color:red'>+</p>,0.75,2.15
45,橡膠類指數,286.58,20191029,<p style ='color:green'>-</p>,-0.61,1.77
46,橡膠類指數,288.35,20191028,<p style ='color:green'>-</p>,-0.39,1.14
47,橡膠類指數,289.49,20191025,<p style ='color:green'>-</p>,-0.87,2.53
48,橡膠類指數,292.02,20191024,<p style ='color:red'>+</p>,0.69,1.99
49,橡膠類指數,290.03,20191023,<p style ='color:red'>+</p>,0.10,0.29
50,橡膠類指數,289.74,20191022,<p style ='color:green'>-</p>,-1.24,3.64
51,橡膠類指數,293.38,20191021,<p style ='color:red'>+</p>,1.06,3.09
52,橡膠類指數,290.29,20191018,<p style ='color:red'>+</p>,1.09,3.12
53,橡膠類指數,287.17,20191017,<p style ='color:green'>-</p>,-0.30,0.87
54,橡膠類指數,288.04,20191016,<p style ='color:red'>+</p>,2.41,6.77
55,橡膠類指數,281.27,20191015,<p style ='color:red'>+</p>,1.03,2.86
56,橡膠類指數,278.41,20191014,<p style ='color:red'>+</p>,1.73,4.73
57,橡膠類指數,273.68,20191009,<p style ='color:green'>-</p>,-0.04,0.11
58,橡膠類指數,273.79,20191008,<p style ='color:green'>-</p>,-0.21,0.58
59,橡膠類指數,274.37,20191007,<p style ='color:red'>+</p>,0.69,1.87
60,橡膠類指數,272.5,20191004,<p style ='color:red'>+</p>,0.43,1.17
61,橡膠類指數,271.33,20191003,<p style ='color:green'>-</p>,-0.64,1.75
62,橡膠類指數,273.08,20191002,<p style ='color:green'>-</p>,-0.39,1.06
63,橡膠類指數,274.14,20191001,<p style ='color:red'>+</p>,0.64,1.74
64,橡膠類指數,272.4,20190927,<p style ='color:red'>+</p>,0.03,0.08
65,橡膠類指數,272.32,20190926,<p style ='color:red'>+</p>,0.18,0.49
66,橡膠類指數,271.83,20190925,<p style ='color:red'>+</p>,0.70,1.9
67,橡膠類指數,269.93,20190924,<p style ='color:green'>-</p>,-0.46,1.26
68,橡膠類指數,271.19,20190923,<p style ='color:red'>+</p>,0.83,2.24
69,橡膠類指數,268.95,20190920,<p style ='color:red'>+</p>,0.34,0.91
70,橡膠類指數,268.04,20190919,<p style ='color:green'>-</p>,-0.41,1.1
71,橡膠類指數,269.14,20190918,<p style ='color:red'>+</p>,0.56,1.49
72,橡膠類指數,267.65,20190917,<p style ='color:red'>+</p>,0.11,0.3
73,橡膠類指數,267.35,20190916,<p style ='color:red'>+</p>,0.42,1.13
74,橡膠類指數,266.22,20190912,<p style ='color:red'>+</p>,0.23,0.61
75,橡膠類指數,265.61,20190911,<p style ='color:red'>+</p>,0.19,0.51
76,橡膠類指數,265.1,20190910,<p style ='color:green'>-</p>,--,0.01
77,橡膠類指數,265.11,20190909,<p style ='color:red'>+</p>,0.2,0.54
78,橡膠類指數,264.57,20190906,<p style ='color:red'>+</p>,0.8,2.09
79,橡膠類指數,262.48,20190905,<p style ='color:red'>+</p>,0.34,0.89
80,橡膠類指數,261.59,20190904,<p style ='color:red'>+</p>,0.62,1.62
81,橡膠類指數,259.97,20190903,<p style ='color:green'>-</p>,-0.63,1.66
82,橡膠類指數,261.63,20190902,<p style ='color:red'>+</p>,0.41,1.06
83,橡膠類指數,260.57,20190830,<p style ='color:red'>+</p>,1.03,2.65
84,橡膠類指數,257.92,20190829,<p style ='color:red'>+</p>,0.35,0.89
85,橡膠類指數,257.03,20190828,<p style ='color:green'>-</p>,-0.38,0.98
86,橡膠類指數,258.01,20190827,<p style ='color:red'>+</p>,0.26,0.67
87,橡膠類指數,257.34,20190826,<p style ='color:green'>-</p>,-0.09,0.22
88,橡膠類指數,257.56,20190823,<p style ='color:red'>+</p>,1.34,3.41
89,橡膠類指數,254.15,20190822,<p style ='color:red'>+</p>,1.62,4.04
