,指數,收盤指數,日期,漲跌(+/-),漲跌百分比(%),漲跌點數
78,造紙類指數,185.56,20190906,<p style ='color:red'>+</p>,0.37,0.68
79,造紙類指數,184.88,20190905,<p style ='color:red'>+</p>,0.11,0.2
80,造紙類指數,184.68,20190904,<p style ='color:red'>+</p>,0.23,0.43
81,造紙類指數,184.25,20190903,<p style ='color:red'>+</p>,0.4,0.74
82,造紙類指數,183.51,20190902,<p style ='color:red'>+</p>,0.64,1.17
83,造紙類指數,182.34,20190830,<p style ='color:red'>+</p>,0.97,1.75
84,造紙類指數,180.59,20190829,<p style ='color:red'>+</p>,0.28,0.51
85,造紙類指數,180.08,20190828,<p style ='color:green'>-</p>,-0.1,0.18
86,造紙類指數,180.26,20190827,<p style ='color:red'>+</p>,0.03,0.05
87,造紙類指數,180.21,20190826,<p style ='color:green'>-</p>,-0.57,1.04
88,造紙類指數,181.25,20190823,<p style ='color:green'>-</p>,-0.57,1.03
89,造紙類指數,182.28,20190822,<p style ='color:green'>-</p>,-0.19,0.35
90,造紙類指數,182.63,20190821,<p style ='color:green'>-</p>,-0.02,0.03
91,造紙類指數,182.66,20190820,<p style ='color:red'>+</p>,0.64,1.17
92,造紙類指數,181.49,20190819,<p style ='color:red'>+</p>,0.53,0.96
93,造紙類指數,180.53,20190816,<p style ='color:green'>-</p>,-0.08,0.14
94,造紙類指數,180.67,20190815,<p style ='color:green'>-</p>,-0.38,0.69
