,成交筆數,成交股數,成交金額,收盤價,日期,最低價,最高價,本益比,漲跌價差,證券代號,證券名稱,開盤價
0,359,"1,056,100","56,682,654",53.55,20191231,53.55,53.90,0.00,0.65,00631L,元大台灣50正2,53.75
1,243,"628,100","34,189,440",54.2,20191230,54.15,54.75,0.0,0.35,00631L,元大台灣50正2,54.55
2,407,"1,067,195","58,129,226",54.55,20191227,54.1,54.65,0.0,0.85,00631L,元大台灣50正2,54.15
3,100,"288,110","15,468,712",53.7,20191226,53.5,53.85,0.0,0.15,00631L,元大台灣50正2,53.8
4,175,"566,100","30,378,565",53.85,20191225,53.45,53.95,0.0,0.2,00631L,元大台灣50正2,53.5
5,113,"317,292","17,046,771",53.65,20191224,53.6,53.9,0.0,0.0,00631L,元大台灣50正2,53.9
6,257,"637,999","34,195,546",53.65,20191223,53.4,53.85,0.0,0.1,00631L,元大台灣50正2,53.65
7,451,"1,354,042","72,625,401",53.55,20191220,53.15,54.05,0.0,0.35,00631L,元大台灣50正2,54.05
8,459,"1,559,110","84,521,829",53.9,20191219,53.85,54.65,0.0,0.75,00631L,元大台灣50正2,54.55
9,372,"935,000","50,904,800",54.65,20191218,54.25,54.7,0.0,0.1,00631L,元大台灣50正2,54.3
10,468,"1,333,671","71,798,801",54.55,20191217,53.15,54.55,0.0,1.35,00631L,元大台灣50正2,53.15
11,290,"755,060","40,205,404",53.2,20191216,53.0,53.45,0.0,0.05,00631L,元大台灣50正2,53.05
12,706,"2,510,033","133,910,612",53.25,20191213,52.95,53.65,0.0,0.95,00631L,元大台灣50正2,53.45
13,762,"2,551,050","132,682,120",52.3,20191212,51.25,52.5,0.0,1.8,00631L,元大台灣50正2,51.25
14,369,"1,188,001","59,651,400",50.5,20191211,49.66,50.5,0.0,0.67,00631L,元大台灣50正2,49.76
15,298,"1,059,100","52,873,640",49.83,20191210,49.68,50.15,0.0,0.52,00631L,元大台灣50正2,50.1
16,475,"1,765,000","88,771,860",50.35,20191209,49.96,50.55,0.0,0.63,00631L,元大台灣50正2,50.0
17,476,"1,574,000","78,513,750",49.72,20191206,49.48,50.15,0.0,0.1,00631L,元大台灣50正2,50.0
18,491,"1,152,790","57,010,529",49.62,20191205,49.06,49.69,0.0,1.01,00631L,元大台灣50正2,49.06
19,391,"1,175,000","56,987,580",48.61,20191204,48.26,48.7,0.0,0.21,00631L,元大台灣50正2,48.61
20,192,"644,400","31,339,600",48.82,20191203,48.3,48.89,0.0,0.12,00631L,元大台灣50正2,48.34
21,341,"1,187,116","57,823,084",48.7,20191202,48.45,48.9,0.0,0.32,00631L,元大台灣50正2,48.82
22,778,"2,193,400","107,100,343",48.38,20191129,48.38,49.67,0.0,1.4,00631L,元大台灣50正2,49.58
23,248,"613,094","30,581,711",49.78,20191128,49.66,50.1,0.0,0.2,00631L,元大台灣50正2,50.1
24,238,"924,300","46,026,115",49.98,20191127,49.59,49.99,0.0,0.23,00631L,元大台灣50正2,49.78
25,337,"1,555,060","77,508,860",49.75,20191126,49.61,50.05,0.0,0.41,00631L,元大台灣50正2,49.8
26,288,"774,000","38,413,990",49.34,20191125,49.34,49.82,0.0,0.07,00631L,元大台灣50正2,49.81
27,197,"448,000","22,071,560",49.27,20191122,49.12,49.47,0.0,0.01,00631L,元大台灣50正2,49.43
28,684,"1,782,300","87,117,380",49.26,20191121,48.46,49.26,0.0,0.49,00631L,元大台灣50正2,48.86
29,272,"689,000","34,331,000",49.75,20191120,49.68,50.1,0.0,0.5,00631L,元大台灣50正2,50.1
30,402,"1,055,498","52,723,674",50.25,20191119,49.4,50.25,0.0,0.7,00631L,元大台灣50正2,49.57
31,294,"585,060","28,861,049",49.55,20191118,49.02,49.55,0.0,0.55,00631L,元大台灣50正2,49.13
32,450,"1,074,101","52,638,044",49.0,20191115,48.8,49.2,0.0,0.71,00631L,元大台灣50正2,49.0
33,338,"867,000","41,893,340",48.29,20191114,48.0,48.62,0.0,0.02,00631L,元大台灣50正2,48.55
34,410,"1,048,000","50,596,540",48.27,20191113,48.03,48.55,0.0,0.51,00631L,元大台灣50正2,48.27
35,291,"809,000","39,268,980",48.78,20191112,48.33,48.78,0.0,0.68,00631L,元大台灣50正2,48.54
36,613,"2,102,770","101,920,153",48.1,20191111,47.97,49.1,0.0,1.27,00631L,元大台灣50正2,49.1
37,348,"2,288,000","113,534,790",49.37,20191108,49.24,49.89,0.0,0.2,00631L,元大台灣50正2,49.89
38,500,"1,443,200","71,544,259",49.57,20191107,49.24,49.87,0.0,0.48,00631L,元大台灣50正2,49.87
39,468,"1,167,060","58,175,493",50.05,20191106,49.58,50.2,0.0,0.29,00631L,元大台灣50正2,49.79
40,355,"1,029,060","50,902,190",49.76,20191105,49.2,49.76,0.0,0.7,00631L,元大台灣50正2,49.25
