,成交筆數,成交股數,成交金額,收盤價,日期,最低價,最高價,本益比,漲跌價差,證券代號,證券名稱,開盤價
0,121,"415,000","11,565,800",27.83,20191231,27.75,28.03,0.00,0.27,00753L,中信中國50正2,27.83
1,91,"246,000","6,907,450",28.1,20191230,27.92,28.25,0.0,0.14,00753L,中信中國50正2,28.15
2,263,"783,000","21,646,720",27.96,20191227,27.28,28.03,0.0,0.82,00753L,中信中國50正2,27.28
3,47,"234,000","6,388,030",27.14,20191226,27.14,27.33,0.0,0.17,00753L,中信中國50正2,27.31
4,44,"164,000","4,477,350",27.31,20191225,27.25,27.33,0.0,0.14,00753L,中信中國50正2,27.28
5,105,"253,000","6,847,710",27.17,20191224,26.99,27.18,0.0,0.12,00753L,中信中國50正2,27.05
6,88,"231,000","6,256,730",27.05,20191223,26.96,27.21,0.0,0.03,00753L,中信中國50正2,27.13
7,141,"201,000","5,429,530",27.08,20191220,26.77,27.13,0.0,0.42,00753L,中信中國50正2,26.8
8,62,"166,000","4,442,320",26.66,20191219,26.61,27.05,0.0,0.24,00753L,中信中國50正2,27.01
9,118,"192,000","5,154,980",26.9,20191218,26.7,27.02,0.0,0.02,00753L,中信中國50正2,26.88
10,305,"457,000","12,112,430",26.88,20191217,26.19,26.88,0.0,0.84,00753L,中信中國50正2,26.2
11,263,"465,000","12,102,480",26.04,20191216,25.51,26.22,0.0,0.34,00753L,中信中國50正2,25.51
12,197,"339,000","8,704,360",25.7,20191213,25.44,25.79,0.0,0.65,00753L,中信中國50正2,25.44
13,517,"577,000","14,477,200",25.05,20191212,24.64,25.22,0.0,0.67,00753L,中信中國50正2,24.72
14,106,"195,000","4,734,180",24.38,20191211,24.16,24.4,0.0,0.07,00753L,中信中國50正2,24.21
15,100,"233,000","5,630,650",24.31,20191210,23.93,24.34,0.0,0.05,00753L,中信中國50正2,24.3
16,174,"284,000","6,911,300",24.26,20191209,24.19,24.51,0.0,0.12,00753L,中信中國50正2,24.19
17,366,"604,000","14,534,560",24.14,20191206,23.72,24.28,0.0,0.56,00753L,中信中國50正2,23.72
18,65,"130,000","3,073,180",23.58,20191205,23.48,23.83,0.0,0.22,00753L,中信中國50正2,23.83
19,163,"334,200","7,823,642",23.36,20191204,23.32,23.61,0.0,0.49,00753L,中信中國50正2,23.61
20,168,"241,000","5,697,260",23.85,20191203,23.33,23.86,0.0,0.05,00753L,中信中國50正2,23.86
21,139,"236,000","5,656,580",23.9,20191202,23.86,24.13,0.0,0.05,00753L,中信中國50正2,23.9
22,204,"703,200","17,021,960",23.85,20191129,23.84,24.7,0.0,0.69,00753L,中信中國50正2,24.7
23,97,"329,100","8,081,454",24.54,20191128,24.24,24.68,0.0,0.1,00753L,中信中國50正2,24.53
24,69,"238,000","5,826,310",24.44,20191127,24.38,24.6,0.0,0.07,00753L,中信中國50正2,24.41
25,108,"241,000","5,876,640",24.37,20191126,24.25,24.45,0.0,0.21,00753L,中信中國50正2,24.26
26,235,"374,000","9,032,230",24.16,20191125,23.77,24.37,0.0,0.66,00753L,中信中國50正2,23.77
27,132,"314,000","7,389,120",23.5,20191122,23.35,23.73,0.0,0.36,00753L,中信中國50正2,23.35
28,286,"475,000","11,034,420",23.14,20191121,22.9,23.79,0.0,0.88,00753L,中信中國50正2,23.79
29,115,"280,000","6,729,910",24.02,20191120,23.85,24.26,0.0,0.12,00753L,中信中國50正2,24.2
30,166,"443,000","10,605,920",24.14,20191119,23.61,24.17,0.0,0.6,00753L,中信中國50正2,23.95
31,266,"666,000","15,635,960",23.54,20191118,23.15,23.67,0.0,0.2,00753L,中信中國50正2,23.5
32,124,"204,000","4,777,500",23.34,20191115,23.26,23.66,0.0,0.01,00753L,中信中國50正2,23.42
33,112,"229,100","5,351,134",23.33,20191114,23.2,23.64,0.0,0.37,00753L,中信中國50正2,23.5
34,106,"336,200","8,000,350",23.7,20191113,23.62,23.97,0.0,0.45,00753L,中信中國50正2,23.96
35,47,"156,000","3,760,270",24.15,20191112,23.89,24.54,0.0,0.22,00753L,中信中國50正2,24.54
36,136,"346,000","8,379,570",23.93,20191111,23.84,25.1,0.0,1.12,00753L,中信中國50正2,25.1
37,214,"421,000","10,577,070",25.05,20191108,25.02,25.22,0.0,0.51,00753L,中信中國50正2,25.22
38,71,"218,000","5,366,490",24.54,20191107,24.5,24.74,0.0,0.14,00753L,中信中國50正2,24.56
39,68,"163,000","4,020,170",24.68,20191106,24.51,24.78,0.0,0.06,00753L,中信中國50正2,24.73
40,317,"660,000","16,200,090",24.74,20191105,24.26,24.83,0.0,0.77,00753L,中信中國50正2,24.48
41,596,"1,092,600","26,107,048",23.97,20191104,23.58,24.02,0.0,0.54,00753L,中信中國50正2,23.79
42,106,"341,000","7,907,930",23.43,20191101,23.0,23.43,0.0,0.07,00753L,中信中國50正2,23.08
43,143,"320,000","7,424,580",23.36,20191031,22.91,23.36,0.0,0.43,00753L,中信中國50正2,22.95
44,109,"345,000","7,902,330",22.93,20191030,22.84,23.23,0.0,0.42,00753L,中信中國50正2,22.97
45,280,"481,000","11,272,140",23.35,20191029,23.31,23.56,0.0,0.15,00753L,中信中國50正2,23.37
46,193,"273,000","6,293,930",23.2,20191028,22.85,23.24,0.0,0.49,00753L,中信中國50正2,22.87
47,84,"258,150","5,859,072",22.71,20191025,22.53,22.76,0.0,0.21,00753L,中信中國50正2,22.56
48,93,"297,000","6,674,290",22.5,20191024,22.37,22.57,0.0,0.17,00753L,中信中國50正2,22.4
49,114,"390,000","8,761,470",22.33,20191023,22.23,22.83,0.0,0.42,00753L,中信中國50正2,22.83
50,60,"101,000","2,302,810",22.75,20191022,22.7,22.91,0.0,0.12,00753L,中信中國50正2,22.81
51,44,"94,000","2,151,130",22.87,20191021,22.86,22.92,0.0,0.33,00753L,中信中國50正2,22.9
52,124,"208,000","4,852,410",23.2,20191018,23.18,23.5,0.0,0.08,00753L,中信中國50正2,23.3
53,231,"427,000","9,948,630",23.28,20191017,23.01,23.42,0.0,0.43,00753L,中信中國50正2,23.01
54,187,"469,000","10,776,680",22.85,20191016,22.8,23.13,0.0,0.15,00753L,中信中國50正2,22.94
55,53,"100,000","2,271,110",22.7,20191015,22.57,22.84,0.0,0.19,00753L,中信中國50正2,22.57
56,270,"736,000","16,800,920",22.89,20191014,22.38,23.05,0.0,1.49,00753L,中信中國50正2,22.6
57,141,"525,100","11,281,315",21.4,20191009,21.37,21.64,0.0,0.63,00753L,中信中國50正2,21.5
58,106,"238,000","5,217,900",22.03,20191008,21.61,22.25,0.0,0.27,00753L,中信中國50正2,21.8
59,39,"147,000","3,197,340",21.76,20191007,21.69,22.0,0.0,0.15,00753L,中信中國50正2,22.0
60,64,"172,000","3,760,020",21.91,20191004,21.75,21.96,0.0,0.35,00753L,中信中國50正2,21.86
61,87,"266,000","5,691,650",21.56,20191003,21.1,21.6,0.0,0.05,00753L,中信中國50正2,21.1
62,227,"985,200","21,220,432",21.61,20191002,21.16,21.83,0.0,0.36,00753L,中信中國50正2,21.83
63,62,"192,000","4,221,230",21.97,20191001,21.86,22.11,0.0,0.22,00753L,中信中國50正2,22.08
64,100,"335,200","7,406,512",22.19,20190927,21.95,22.26,0.0,0.1,00753L,中信中國50正2,22.23
65,191,"513,000","11,464,840",22.29,20190926,22.26,22.55,0.0,0.04,00753L,中信中國50正2,22.41
66,308,"721,100","16,081,310",22.25,20190925,22.13,22.81,0.0,0.71,00753L,中信中國50正2,22.75
67,222,"396,000","9,113,880",22.96,20190924,22.9,23.26,0.0,0.19,00753L,中信中國50正2,23.08
68,74,"124,000","2,877,760",23.15,20190923,23.05,23.5,0.0,0.36,00753L,中信中國50正2,23.5
69,59,"154,000","3,622,750",23.51,20190920,23.45,23.57,0.0,0.15,00753L,中信中國50正2,23.56
70,132,"161,000","3,800,760",23.36,20190919,23.36,23.86,0.0,0.47,00753L,中信中國50正2,23.86
71,50,"123,000","2,935,320",23.83,20190918,23.67,24.0,0.0,0.18,00753L,中信中國50正2,23.69
72,34,"90,000","2,144,000",23.65,20190917,23.65,24.1,0.0,0.3,00753L,中信中國50正2,24.0
