,成交筆數,成交股數,成交金額,收盤價,日期,最低價,最高價,本益比,漲跌價差,證券代號,證券名稱,開盤價
0,31,"34,000","1,846,500",54.50,20191231,54.10,54.50,0.00,0.20,2002A,中鋼特,54.30
1,22,"26,018","1,410,386",54.3,20191230,54.0,54.3,0.0,0.0,2002A,中鋼特,54.3
2,15,"18,000","976,700",54.3,20191227,54.2,54.4,0.0,0.1,2002A,中鋼特,54.2
3,30,"44,400","2,404,438",54.2,20191226,54.1,54.2,0.0,0.0,2002A,中鋼特,54.2
4,18,"17,050","923,350",54.2,20191225,53.9,54.4,0.0,0.2,2002A,中鋼特,54.4
5,22,"33,005","1,795,875",54.4,20191224,54.4,54.5,0.0,0.0,2002A,中鋼特,54.4
6,21,"31,000","1,684,800",54.4,20191223,54.1,54.4,0.0,0.0,2002A,中鋼特,54.4
7,14,"12,341","671,520",54.4,20191220,54.4,54.4,0.0,0.0,2002A,中鋼特,54.4
8,17,"17,000","923,300",54.4,20191219,54.2,54.4,0.0,0.1,2002A,中鋼特,54.3
9,38,"32,640","1,774,752",54.3,20191218,54.0,54.6,0.0,0.3,2002A,中鋼特,54.6
10,43,"93,100","5,081,800",54.6,20191217,54.5,54.7,0.0,0.1,2002A,中鋼特,54.7
11,42,"51,000","2,772,300",54.7,20191216,54.2,54.7,0.0,0.5,2002A,中鋼特,54.2
12,29,"27,350","1,480,070",54.2,20191213,54.0,54.2,0.0,0.2,2002A,中鋼特,54.2
13,41,"81,150","4,383,130",54.0,20191212,53.9,54.2,0.0,0.1,2002A,中鋼特,53.9
14,24,"23,020","1,239,082",53.9,20191211,53.7,53.9,0.0,0.1,2002A,中鋼特,53.9
15,38,"39,250","2,106,650",53.8,20191210,53.5,53.9,0.0,0.3,2002A,中鋼特,53.6
16,37,"41,000","2,192,800",53.5,20191209,53.4,53.6,0.0,0.0,2002A,中鋼特,53.6
17,32,"35,000","1,872,300",53.5,20191206,53.4,53.6,0.0,0.0,2002A,中鋼特,53.6
18,32,"46,000","2,457,200",53.5,20191205,53.4,53.5,0.0,0.0,2002A,中鋼特,53.5
19,18,"18,100","965,500",53.5,20191204,53.1,53.5,0.0,0.1,2002A,中鋼特,53.1
20,31,"39,000","2,084,400",53.4,20191203,53.4,53.5,0.0,0.0,2002A,中鋼特,53.5
21,50,"65,110","3,471,448",53.4,20191202,53.2,53.5,0.0,0.1,2002A,中鋼特,53.3
22,31,"41,220","2,191,380",53.3,20191129,53.0,53.3,0.0,0.1,2002A,中鋼特,53.2
23,50,"62,000","3,288,700",53.2,20191128,52.5,53.3,0.0,0.7,2002A,中鋼特,52.5
24,141,"220,250","11,493,600",52.5,20191127,51.8,52.8,0.0,0.4,2002A,中鋼特,52.8
25,135,"144,902","7,654,033",52.9,20191126,52.3,53.3,0.0,0.5,2002A,中鋼特,53.3
26,162,"192,150","10,269,520",53.4,20191125,52.9,54.0,0.0,0.5,2002A,中鋼特,54.0
27,94,"112,060","6,083,594",53.9,20191122,53.8,54.9,0.0,0.5,2002A,中鋼特,54.9
28,197,"228,260","12,413,974",54.4,20191121,53.5,55.2,0.0,0.1,2002A,中鋼特,55.0
29,257,"301,500","16,408,200",54.5,20191120,53.4,55.4,0.0,1.6,2002A,中鋼特,53.4
30,269,"301,111","15,811,227",52.9,20191119,51.6,52.9,0.0,1.8,2002A,中鋼特,52.5
31,4,"4,000","204,500",51.1,20191118,51.1,51.2,0.0,0.1,2002A,中鋼特,51.2
32,11,"26,000","1,327,500",51.2,20191115,50.9,51.2,0.0,0.1,2002A,中鋼特,51.0
33,17,"31,000","1,580,500",51.1,20191114,50.9,51.1,0.0,0.2,2002A,中鋼特,50.9
34,10,"64,000","3,251,700",50.9,20191113,50.8,50.9,0.0,0.1,2002A,中鋼特,50.9
35,9,"18,000","913,100",50.8,20191112,50.7,50.8,0.0,0.1,2002A,中鋼特,50.8
36,14,"24,050","1,217,140",50.7,20191111,50.6,50.7,0.0,0.1,2002A,中鋼特,50.6
37,15,"12,619","639,345",50.8,20191108,50.4,50.8,0.0,0.2,2002A,中鋼特,50.5
38,13,"25,000","1,262,100",50.6,20191107,50.4,50.6,0.0,0.0,2002A,中鋼特,50.6
39,11,"58,000","2,924,800",50.6,20191106,50.4,50.6,0.0,0.1,2002A,中鋼特,50.5
40,16,"25,240","1,270,472",50.5,20191105,50.3,50.5,0.0,0.2,2002A,中鋼特,50.3
41,9,"10,000","507,000",50.7,20191104,50.6,50.8,0.0,0.1,2002A,中鋼特,50.6
42,25,"55,000","2,777,000",50.6,20191101,50.1,50.7,0.0,0.2,2002A,中鋼特,50.1
43,14,"53,000","2,657,500",50.4,20191031,50.1,50.4,0.0,0.1,2002A,中鋼特,50.1
44,12,"18,000","902,400",50.3,20191030,50.0,50.3,0.0,0.1,2002A,中鋼特,50.1
45,16,"68,000","3,401,400",50.2,20191029,50.0,50.2,0.0,0.0,2002A,中鋼特,50.1
46,10,"14,000","701,800",50.2,20191028,50.0,50.2,0.0,0.0,2002A,中鋼特,50.2
47,14,"29,000","1,454,000",50.2,20191025,50.1,50.2,0.0,0.0,2002A,中鋼特,50.1
48,19,"82,400","4,126,500",50.2,20191024,50.0,50.2,0.0,0.0,2002A,中鋼特,50.1
49,23,"43,280","2,168,344",50.2,20191023,50.0,50.2,0.0,0.1,2002A,中鋼特,50.0
50,8,"6,500","324,950",50.1,20191022,50.0,50.1,0.0,0.0,2002A,中鋼特,50.0
51,6,"31,000","1,550,200",50.1,20191021,50.0,50.1,0.0,0.0,2002A,中鋼特,50.0
