,成交筆數,成交股數,成交金額,收盤價,日期,最低價,最高價,本益比,漲跌價差,證券代號,證券名稱,開盤價
0,2,"2,000","78,300",39.15,20191231,39.15,39.15,0.00,0.03,00774B,新光中國政金綠債,39.15
1,2,"2,000","78,360",39.18,20191230,39.18,39.18,0.0,0.01,00774B,新光中國政金綠債,39.18
2,2,"2,000","78,380",39.19,20191227,39.19,39.19,0.0,0.04,00774B,新光中國政金綠債,39.19
3,2,"2,000","78,460",39.23,20191226,39.23,39.23,0.0,0.0,00774B,新光中國政金綠債,39.23
4,2,"2,000","78,460",39.23,20191225,39.23,39.23,0.0,0.08,00774B,新光中國政金綠債,39.23
5,2,"2,000","78,300",39.15,20191224,39.15,39.15,0.0,0.03,00774B,新光中國政金綠債,39.15
6,2,"2,000","78,360",39.18,20191223,39.18,39.18,0.0,0.15,00774B,新光中國政金綠債,39.18
7,2,"2,000","78,060",39.03,20191220,39.03,39.03,0.0,0.06,00774B,新光中國政金綠債,39.03
8,2,"2,000","78,180",39.09,20191219,39.09,39.09,0.0,0.04,00774B,新光中國政金綠債,39.09
9,2,"2,000","78,100",39.05,20191218,39.05,39.05,0.0,0.03,00774B,新光中國政金綠債,39.05
10,2,"2,000","78,160",39.08,20191217,39.08,39.08,0.0,0.02,00774B,新光中國政金綠債,39.08
11,2,"2,000","78,200",39.10,20191216,39.10,39.10,0.0,0.23,00774B,新光中國政金綠債,39.10
12,2,"2,000","78,660",39.33,20191213,39.33,39.33,0.0,0.1,00774B,新光中國政金綠債,39.33
13,2,"2,000","78,460",39.23,20191212,39.23,39.23,0.0,0.03,00774B,新光中國政金綠債,39.23
14,2,"2,000","78,520",39.26,20191211,39.26,39.26,0.0,0.04,00774B,新光中國政金綠債,39.26
15,2,"2,000","78,440",39.22,20191210,39.22,39.22,0.0,0.06,00774B,新光中國政金綠債,39.22
16,2,"2,000","78,560",39.28,20191209,39.28,39.28,0.0,0.04,00774B,新光中國政金綠債,39.28
17,2,"2,000","78,480",39.24,20191206,39.24,39.24,0.0,0.05,00774B,新光中國政金綠債,39.24
18,2,"2,000","78,380",39.19,20191205,39.19,39.19,0.0,0.07,00774B,新光中國政金綠債,39.19
19,2,"2,000","78,240",39.12,20191204,39.12,39.12,0.0,0.05,00774B,新光中國政金綠債,39.12
20,2,"2,000","78,340",39.17,20191203,39.17,39.17,0.0,0.16,00774B,新光中國政金綠債,39.17
21,2,"2,000","78,660",39.33,20191202,39.33,39.33,0.0,0.06,00774B,新光中國政金綠債,39.33
22,2,"2,000","78,540",39.27,20191129,39.27,39.27,0.0,0.05,00774B,新光中國政金綠債,39.27
