,成交筆數,成交股數,成交金額,收盤價,日期,最低價,最高價,本益比,漲跌價差,證券代號,證券名稱,開盤價
0,"4,704","93,931,000","278,725,980",2.97,20191231,2.94,2.98,0.00,0.10,00677U,富邦VIX,2.98
1,"2,566","54,989,513","156,721,172",2.87,20191230,2.83,2.87,0.0,0.08,00677U,富邦VIX,2.85
2,"2,388","45,382,000","126,534,960",2.79,20191227,2.78,2.8,0.0,0.01,00677U,富邦VIX,2.79
3,"2,431","59,816,500","167,516,090",2.8,20191226,2.79,2.82,0.0,0.0,00677U,富邦VIX,2.81
4,"4,985","81,448,945","230,732,250",2.8,20191225,2.79,2.88,0.0,0.09,00677U,富邦VIX,2.88
5,"2,073","29,575,550","85,164,005",2.89,20191224,2.87,2.89,0.0,0.02,00677U,富邦VIX,2.87
6,"3,033","53,883,232","154,337,444",2.87,20191223,2.85,2.88,0.0,0.02,00677U,富邦VIX,2.86
7,"3,940","72,275,463","209,034,894",2.89,20191220,2.88,2.91,0.0,0.08,00677U,富邦VIX,2.89
8,"4,016","90,548,311","266,300,530",2.97,20191219,2.89,2.97,0.0,0.05,00677U,富邦VIX,2.9
9,"4,720","94,227,500","273,378,950",2.92,20191218,2.87,2.93,0.0,0.04,00677U,富邦VIX,2.87
10,"8,666","188,560,851","543,679,570",2.88,20191217,2.87,2.92,0.0,0.09,00677U,富邦VIX,2.92
11,"11,651","193,502,945","579,427,246",2.97,20191216,2.97,3.04,0.0,0.17,00677U,富邦VIX,3.03
12,"8,095","158,403,700","497,399,070",3.14,20191213,3.12,3.16,0.0,0.16,00677U,富邦VIX,3.13
13,"3,095","61,431,000","202,370,960",3.3,20191212,3.28,3.31,0.0,0.07,00677U,富邦VIX,3.31
14,"1,889","35,792,350","120,674,265",3.37,20191211,3.36,3.39,0.0,0.0,00677U,富邦VIX,3.37
15,"3,167","59,809,300","202,466,876",3.37,20191210,3.37,3.4,0.0,0.1,00677U,富邦VIX,3.39
16,"3,370","58,032,900","188,726,144",3.27,20191209,3.23,3.27,0.0,0.08,00677U,富邦VIX,3.23
17,"3,226","45,717,600","152,505,092",3.35,20191206,3.31,3.36,0.0,0.04,00677U,富邦VIX,3.32
18,"4,856","82,093,300","277,548,092",3.39,20191205,3.36,3.4,0.0,0.14,00677U,富邦VIX,3.4
19,"8,974","170,609,744","599,894,202",3.53,20191204,3.49,3.55,0.0,0.18,00677U,富邦VIX,3.49
20,"8,483","195,700,050","655,120,186",3.35,20191203,3.32,3.37,0.0,0.21,00677U,富邦VIX,3.37
21,"5,847","100,103,582","316,702,823",3.14,20191202,3.13,3.2,0.0,0.12,00677U,富邦VIX,3.18
22,"6,182","116,530,075","374,069,602",3.26,20191129,3.15,3.26,0.0,0.05,00677U,富邦VIX,3.17
23,"9,593","191,704,367","607,346,779",3.21,20191128,3.12,3.22,0.0,0.07,00677U,富邦VIX,3.19
24,"19,061","384,622,786","1,232,884,581",3.14,20191127,3.13,3.32,0.0,0.23,00677U,富邦VIX,3.31
25,"11,410","196,287,100","654,589,000",3.37,20191126,3.3,3.38,0.0,0.17,00677U,富邦VIX,3.36
26,"6,148","87,586,623","309,097,956",3.54,20191125,3.51,3.56,0.0,0.15,00677U,富邦VIX,3.56
27,"6,190","82,380,100","302,261,160",3.69,20191122,3.63,3.71,0.0,0.05,00677U,富邦VIX,3.68
28,"4,332","74,207,999","272,345,726",3.64,20191121,3.61,3.77,0.0,0.03,00677U,富邦VIX,3.72
29,"6,159","90,491,500","328,047,785",3.67,20191120,3.44,3.72,0.0,0.19,00677U,富邦VIX,3.44
30,"19,294","396,526,265","1,454,196,151",3.48,20191119,3.39,3.98,0.0,0.62,00677U,富邦VIX,3.98
31,"11,684","193,700,999","807,856,615",4.1,20191118,3.85,4.44,0.0,0.42,00677U,富邦VIX,4.43
32,"4,353","57,557,200","260,557,253",4.52,20191115,4.51,4.58,0.0,0.1,00677U,富邦VIX,4.58
33,"1,363","17,000,000","78,483,929",4.62,20191114,4.61,4.65,0.0,0.03,00677U,富邦VIX,4.65
34,917,"14,980,250","69,304,670",4.65,20191113,4.61,4.65,0.0,0.04,00677U,富邦VIX,4.61
35,"1,252","22,409,000","103,836,240",4.61,20191112,4.61,4.66,0.0,0.06,00677U,富邦VIX,4.66
36,"1,482","22,414,035","104,304,472",4.67,20191111,4.6,4.69,0.0,0.03,00677U,富邦VIX,4.65
37,"1,981","31,341,500","145,519,345",4.64,20191108,4.63,4.66,0.0,0.07,00677U,富邦VIX,4.63
38,974,"16,485,700","77,698,956",4.71,20191107,4.69,4.73,0.0,0.01,00677U,富邦VIX,4.71
39,"1,352","27,928,000","131,184,490",4.72,20191106,4.66,4.72,0.0,0.09,00677U,富邦VIX,4.66
40,"1,521","21,296,957","98,817,080",4.63,20191105,4.62,4.67,0.0,0.02,00677U,富邦VIX,4.63
41,"2,307","29,820,999","138,347,665",4.65,20191104,4.62,4.68,0.0,0.05,00677U,富邦VIX,4.65
42,"1,377","24,748,369","116,616,697",4.7,20191101,4.69,4.75,0.0,0.04,00677U,富邦VIX,4.74
43,"1,410","20,616,203","96,922,703",4.74,20191031,4.66,4.74,0.0,0.01,00677U,富邦VIX,4.68
44,"1,904","32,539,300","154,230,771",4.73,20191030,4.69,4.76,0.0,0.04,00677U,富邦VIX,4.7
45,"1,977","25,231,301","117,834,593",4.69,20191029,4.61,4.72,0.0,0.06,00677U,富邦VIX,4.63
46,"2,942","46,610,700","215,228,806",4.63,20191028,4.59,4.64,0.0,0.05,00677U,富邦VIX,4.6
47,"4,144","52,055,044","241,563,859",4.68,20191025,4.51,4.7,0.0,0.06,00677U,富邦VIX,4.67
