,成交筆數,成交股數,成交金額,收盤價,日期,最低價,最高價,本益比,漲跌價差,證券代號,證券名稱,開盤價
0,48,"64,100","2,625,550",41.40,20191231,40.80,41.50,42.24,0.60,4148,全宇生技-KY,41.20
1,41,"62,000","2,548,350",40.8,20191230,40.7,41.3,41.63,0.3,4148,全宇生技-KY,41.3
2,45,"61,000","2,508,550",41.1,20191227,40.6,41.5,41.94,0.25,4148,全宇生技-KY,40.6
3,65,"84,000","3,423,850",40.85,20191226,40.4,41.0,41.68,0.7,4148,全宇生技-KY,40.4
4,36,"46,000","1,843,950",40.15,20191225,40.0,40.5,40.97,0.15,4148,全宇生技-KY,40.05
5,49,"60,073","2,421,257",40.0,20191224,40.0,40.65,40.82,0.45,4148,全宇生技-KY,40.45
6,31,"35,000","1,422,800",40.45,20191223,40.45,41.1,41.28,0.45,4148,全宇生技-KY,40.8
7,12,"12,000","491,750",40.9,20191220,40.9,41.1,41.73,0.1,4148,全宇生技-KY,41.1
8,42,"47,000","1,917,850",41.0,20191219,40.7,41.0,41.84,0.2,4148,全宇生技-KY,40.7
9,39,"41,000","1,672,950",40.8,20191218,40.7,41.1,41.63,0.45,4148,全宇生技-KY,40.7
10,15,"16,000","658,700",41.25,20191217,40.85,41.35,42.09,0.2,4148,全宇生技-KY,40.9
11,40,"60,000","2,451,400",41.05,20191216,40.5,41.35,41.89,0.4,4148,全宇生技-KY,40.6
12,25,"29,000","1,181,100",40.65,20191213,40.65,40.85,41.48,0.45,4148,全宇生技-KY,40.85
13,23,"23,000","949,750",41.1,20191212,40.7,41.9,41.94,0.6,4148,全宇生技-KY,41.9
14,34,"42,000","1,753,650",41.7,20191211,41.1,42.5,42.55,0.65,4148,全宇生技-KY,41.1
15,17,"22,000","903,100",41.05,20191210,41.0,41.2,41.89,0.05,4148,全宇生技-KY,41.0
16,30,"41,000","1,686,800",41.1,20191209,41.0,41.35,41.94,0.2,4148,全宇生技-KY,41.0
17,31,"43,000","1,747,950",40.9,20191206,40.3,40.9,41.73,0.55,4148,全宇生技-KY,40.4
18,39,"43,075","1,736,425",40.35,20191205,40.2,40.6,41.17,0.15,4148,全宇生技-KY,40.6
19,23,"29,000","1,173,250",40.5,20191204,40.2,40.6,41.33,0.2,4148,全宇生技-KY,40.2
20,14,"16,000","651,650",40.7,20191203,40.55,40.85,41.53,0.35,4148,全宇生技-KY,40.6
21,26,"30,100","1,241,030",41.05,20191202,41.0,41.6,41.89,0.55,4148,全宇生技-KY,41.6
22,30,"40,000","1,676,600",41.6,20191129,41.6,42.5,42.45,0.45,4148,全宇生技-KY,42.5
23,50,"63,000","2,669,800",42.05,20191128,42.0,42.9,42.91,0.15,4148,全宇生技-KY,42.5
24,25,"29,000","1,219,000",41.9,20191127,41.9,42.1,42.76,0.2,4148,全宇生技-KY,42.1
25,87,"118,050","4,996,067",42.1,20191126,42.05,43.3,42.96,1.25,4148,全宇生技-KY,43.3
26,178,"232,100","10,012,750",43.35,20191125,41.9,43.5,44.23,1.55,4148,全宇生技-KY,43.5
27,169,"194,000","8,169,600",41.8,20191122,40.7,42.9,42.65,1.65,4148,全宇生技-KY,40.7
28,12,"15,000","602,050",40.15,20191121,40.1,40.45,40.97,0.05,4148,全宇生技-KY,40.1
29,21,"21,000","850,100",40.1,20191120,40.1,40.8,40.92,0.25,4148,全宇生技-KY,40.35
30,17,"19,000","766,250",40.35,20191119,40.0,40.6,41.17,0.05,4148,全宇生技-KY,40.0
31,23,"35,000","1,401,800",40.3,20191118,39.9,40.3,41.12,0.1,4148,全宇生技-KY,39.9
32,7,"8,000","324,500",40.2,20191115,40.2,41.0,41.02,0.05,4148,全宇生技-KY,41.0
33,56,"74,000","2,982,700",40.15,20191114,40.1,40.95,40.97,0.35,4148,全宇生技-KY,40.4
34,39,"52,000","2,115,450",40.5,20191113,40.5,41.1,41.33,0.5,4148,全宇生技-KY,41.0
35,31,"40,000","1,647,150",41.0,20191112,41.0,41.3,17.75,0.3,4148,全宇生技-KY,41.3
36,43,"56,100","2,330,229",41.3,20191111,41.3,42.8,17.88,0.35,4148,全宇生技-KY,41.6
37,16,"21,000","877,550",41.65,20191108,41.65,42.2,18.03,0.1,4148,全宇生技-KY,42.2
38,28,"48,000","2,008,600",41.55,20191107,41.55,42.2,17.99,0.4,4148,全宇生技-KY,42.0
