,成交筆數,成交股數,成交金額,收盤價,日期,最低價,最高價,本益比,漲跌價差,證券代號,證券名稱,開盤價
0,11,"16,000","221,000",13.81,20191231,13.81,13.82,0.00,0.00,01004T,土銀富邦R2,13.82
1,4,"52,000","718,180",13.81,20191230,13.81,13.83,0.0,0.02,01004T,土銀富邦R2,13.83
2,5,"10,000","138,320",13.83,20191227,13.83,13.84,0.0,0.01,01004T,土銀富邦R2,13.84
3,5,"68,000","941,130",13.84,20191226,13.84,13.85,0.0,0.01,01004T,土銀富邦R2,13.85
4,3,"4,000","55,310",13.83,20191225,13.80,13.85,0.0,0.02,01004T,土銀富邦R2,13.85
5,1,"1,000","13,850",13.85,20191224,13.85,13.85,0.0,0.0,01004T,土銀富邦R2,13.85
6,5,"12,000","166,170",13.85,20191223,13.82,13.85,0.0,0.02,01004T,土銀富邦R2,13.82
7,6,"22,000","304,280",13.83,20191220,13.83,13.85,0.0,0.0,01004T,土銀富邦R2,13.85
8,4,"104,000","1,438,320",13.83,20191219,13.83,13.83,0.0,0.0,01004T,土銀富邦R2,13.83
9,11,"511,000","7,067,130",13.83,20191218,13.83,13.83,0.0,0.0,01004T,土銀富邦R2,13.83
10,8,"601,000","8,311,830",13.83,20191217,13.83,13.83,0.0,0.0,01004T,土銀富邦R2,13.83
11,10,"402,000","5,559,670",13.83,20191216,13.83,13.84,0.0,0.0,01004T,土銀富邦R2,13.83
12,4,"104,000","1,438,340",13.83,20191213,13.83,13.84,0.0,0.04,01004T,土銀富邦R2,13.84
13,13,"44,000","609,860",13.87,20191212,13.85,13.87,0.0,0.01,01004T,土銀富邦R2,13.87
14,13,"73,000","1,016,560",13.88,20191211,13.88,13.95,0.0,0.06,01004T,土銀富邦R2,13.95
15,34,"529,000","7,313,340",13.94,20191210,13.82,13.94,0.0,0.05,01004T,土銀富邦R2,13.82
16,3,"7,000","96,990",13.89,20191209,13.85,13.89,0.0,0.04,01004T,土銀富邦R2,13.85
17,20,"35,000","485,600",13.85,20191206,13.84,13.91,0.0,0.06,01004T,土銀富邦R2,13.91
18,9,"38,000","526,670",13.91,20191205,13.85,13.91,0.0,0.02,01004T,土銀富邦R2,13.86
19,7,"18,000","249,750",13.89,20191204,13.87,13.89,0.0,0.01,01004T,土銀富邦R2,13.88
20,7,"17,000","235,540",13.88,20191203,13.84,13.90,0.0,0.04,01004T,土銀富邦R2,13.84
21,11,"801,000","11,085,600",13.84,20191202,13.83,14.00,0.0,0.0,01004T,土銀富邦R2,13.83
22,7,"26,000","359,840",13.84,20191129,13.84,13.84,0.0,0.0,01004T,土銀富邦R2,13.84
23,25,"1,000,000","13,840,070",13.84,20191128,13.84,13.85,0.0,0.01,01004T,土銀富邦R2,13.84
24,33,"1,520,000","21,042,000",13.85,20191127,13.84,13.85,0.0,0.02,01004T,土銀富邦R2,13.84
25,5,"5,000","69,150",13.83,20191126,13.83,13.83,0.0,0.0,01004T,土銀富邦R2,13.83
26,48,"1,234,000","17,087,890",13.83,20191125,13.83,14.09,0.0,0.02,01004T,土銀富邦R2,13.85
27,23,"1,007,000","13,926,950",13.85,20191122,13.83,13.85,0.0,0.02,01004T,土銀富邦R2,13.83
28,64,"1,200,000","16,608,300",13.83,20191121,13.83,13.95,0.0,0.12,01004T,土銀富邦R2,13.84
29,53,"1,041,000","14,420,370",13.95,20191120,13.83,13.99,0.0,0.01,01004T,土銀富邦R2,13.83
30,30,"1,028,000","14,197,730",13.96,20191119,13.81,13.96,0.0,0.16,01004T,土銀富邦R2,13.81
31,39,"832,000","11,481,310",13.80,20191118,13.79,13.80,0.0,0.03,01004T,土銀富邦R2,13.80
32,27,"910,000","12,589,680",13.83,20191115,13.82,13.85,0.0,0.02,01004T,土銀富邦R2,13.85
33,124,"1,061,000","14,693,410",13.85,20191114,13.84,13.86,0.0,0.01,01004T,土銀富邦R2,13.86
34,101,"1,092,000","15,105,190",13.86,20191113,13.80,13.86,0.0,0.06,01004T,土銀富邦R2,13.85
35,21,"694,000","9,575,960",13.80,20191112,13.76,13.80,0.0,0.0,01004T,土銀富邦R2,13.80
36,33,"1,159,000","16,013,700",13.80,20191111,13.80,13.83,0.0,0.03,01004T,土銀富邦R2,13.83
37,30,"898,000","12,419,570",13.83,20191108,13.82,13.86,0.0,0.01,01004T,土銀富邦R2,13.86
38,43,"1,202,000","16,644,750",13.84,20191107,13.84,13.86,0.0,0.01,01004T,土銀富邦R2,13.86
39,39,"1,252,000","17,347,320",13.85,20191106,13.84,13.87,0.0,0.0,01004T,土銀富邦R2,13.86
40,36,"917,000","12,717,290",13.85,20191105,13.85,13.88,0.0,0.01,01004T,土銀富邦R2,13.88
41,48,"982,000","13,647,060",13.86,20191104,13.86,13.91,0.0,0.04,01004T,土銀富邦R2,13.90
42,71,"884,000","12,339,020",13.90,20191101,13.90,13.99,0.0,0.08,01004T,土銀富邦R2,13.97
43,8,"9,000","125,480",13.98,20191031,13.90,13.98,0.0,0.08,01004T,土銀富邦R2,13.90
44,5,"8,000","111,140",13.90,20191030,13.87,13.90,0.0,0.07,01004T,土銀富邦R2,13.87
45,8,"65,000","898,950",13.83,20191029,13.83,13.83,0.0,0.0,01004T,土銀富邦R2,13.83
46,33,"855,000","11,825,260",13.83,20191028,13.83,13.85,0.0,0.0,01004T,土銀富邦R2,13.83
47,42,"979,000","13,534,220",13.83,20191025,13.81,13.85,0.0,0.02,01004T,土銀富邦R2,13.85
48,28,"871,000","12,075,810",13.85,20191024,13.85,13.90,0.0,0.02,01004T,土銀富邦R2,13.87
49,35,"965,000","13,387,420",13.87,20191023,13.87,13.90,0.0,0.0,01004T,土銀富邦R2,13.88
50,27,"152,000","2,105,270",13.87,20191022,13.82,13.87,0.0,0.04,01004T,土銀富邦R2,13.83
51,28,"648,000","8,920,410",13.83,20191021,13.60,13.84,0.0,0.2,01004T,土銀富邦R2,13.60
52,7,"40,000","544,740",13.63,20191018,13.60,13.63,0.0,0.02,01004T,土銀富邦R2,13.62
53,2,"3,000","40,810",13.61,20191017,13.60,13.61,0.0,0.01,01004T,土銀富邦R2,13.60
54,32,"531,000","7,217,330",13.60,20191016,13.56,13.62,0.0,0.0,01004T,土銀富邦R2,13.60
55,7,"22,000","299,210",13.60,20191015,13.60,13.61,0.0,0.0,01004T,土銀富邦R2,13.60
56,8,"78,000","1,059,280",13.60,20191014,13.52,13.60,0.0,0.08,01004T,土銀富邦R2,13.55
57,30,"758,000","10,232,610",13.52,20191009,13.45,13.52,0.0,0.03,01004T,土銀富邦R2,13.45
58,3,"9,000","121,390",13.49,20191008,13.48,13.49,0.0,0.0,01004T,土銀富邦R2,13.48
59,10,"136,000","1,833,880",13.49,20191007,13.45,13.49,0.0,0.01,01004T,土銀富邦R2,13.45
60,4,"10,000","134,800",13.50,20191004,13.45,13.50,0.0,0.0,01004T,土銀富邦R2,13.50
61,11,"95,000","1,282,500",13.50,20191003,13.50,13.50,0.0,0.0,01004T,土銀富邦R2,13.50
62,17,"101,000","1,363,350",13.50,20191002,13.48,13.50,0.0,0.0,01004T,土銀富邦R2,13.48
63,15,"67,000","901,090",13.50,20191001,13.39,13.50,0.0,0.11,01004T,土銀富邦R2,13.39
64,4,"13,000","173,670",13.39,20190927,13.35,13.39,0.0,0.03,01004T,土銀富邦R2,13.39
65,10,"63,000","842,470",13.36,20190926,13.34,13.42,0.0,0.0,01004T,土銀富邦R2,13.35
66,23,"212,000","2,833,720",13.36,20190925,13.36,13.37,0.0,0.0,01004T,土銀富邦R2,13.37
67,22,"213,000","2,856,830",13.45,20190924,13.36,13.45,0.0,0.03,01004T,土銀富邦R2,13.42
68,6,"18,000","241,280",13.42,20190923,13.40,13.42,0.0,0.02,01004T,土銀富邦R2,13.40
69,15,"32,939","442,279",13.40,20190920,13.38,13.40,0.0,0.02,01004T,土銀富邦R2,13.38
70,4,"10,000","133,800",13.38,20190919,13.38,13.38,0.0,0.01,01004T,土銀富邦R2,13.38
71,6,"11,000","146,720",13.37,20190918,13.29,13.37,0.0,0.02,01004T,土銀富邦R2,13.30
72,4,"15,000","200,240",13.35,20190917,13.34,13.35,0.0,0.0,01004T,土銀富邦R2,13.35
73,11,"33,000","440,440",13.35,20190916,13.27,13.40,0.0,0.0,01004T,土銀富邦R2,13.27
74,6,"11,000","146,700",13.35,20190912,13.29,13.37,0.0,0.03,01004T,土銀富邦R2,13.29
75,1,"1,000","13,380",13.38,20190911,13.38,13.38,0.0,0.06,01004T,土銀富邦R2,13.38
76,2,"8,000","106,560",13.32,20190910,13.32,13.32,0.0,0.0,01004T,土銀富邦R2,13.32
