,成交筆數,成交股數,成交金額,收盤價,日期,最低價,最高價,本益比,漲跌價差,證券代號,證券名稱,開盤價
0,2,"11,000","175,550",15.95,20191231,15.95,15.96,0.00,0.00,00681R,元大美債20反1,15.96
1,0,0,0,--,20191230,--,--,0.0,0.0,00681R,元大美債20反1,--
2,0,0,0,--,20191227,--,--,0.0,0.0,00681R,元大美債20反1,--
3,5,"23,000","368,000",16.00,20191226,16.00,16.00,0.0,0.04,00681R,元大美債20反1,16.00
4,2,"9,000","143,740",15.96,20191225,15.96,15.98,0.0,0.07,00681R,元大美債20反1,15.98
5,1,"2,000","32,060",16.03,20191224,16.03,16.03,0.0,0.0,00681R,元大美債20反1,16.03
6,0,0,0,--,20191223,--,--,0.0,0.0,00681R,元大美債20反1,--
7,1,"1,000","16,010",16.01,20191220,16.01,16.01,0.0,0.01,00681R,元大美債20反1,16.01
8,6,"18,000","287,680",16.00,20191219,15.97,16.00,0.0,0.08,00681R,元大美債20反1,15.99
9,2,"2,000","31,810",15.92,20191218,15.89,15.92,0.0,0.08,00681R,元大美債20反1,15.89
10,2,"3,000","47,550",15.84,20191217,15.84,15.87,0.0,0.05,00681R,元大美債20反1,15.87
11,3,"6,000","94,760",15.79,20191216,15.79,15.80,0.0,0.18,00681R,元大美債20反1,15.80
12,5,"6,000","95,730",15.97,20191213,15.95,15.97,0.0,0.0,00681R,元大美債20反1,15.95
13,0,0,0,--,20191212,--,--,0.0,0.0,00681R,元大美債20反1,--
14,1,"1,000","15,800",15.80,20191211,15.80,15.80,0.0,0.01,00681R,元大美債20反1,15.80
15,5,"9,000","142,200",15.79,20191210,15.79,15.82,0.0,0.07,00681R,元大美債20反1,15.80
16,2,"2,000","31,720",15.86,20191209,15.86,15.86,0.0,0.08,00681R,元大美債20反1,15.86
17,4,"4,000","63,120",15.78,20191206,15.78,15.78,0.0,0.1,00681R,元大美債20反1,15.78
18,4,"6,000","94,030",15.68,20191205,15.67,15.68,0.0,0.09,00681R,元大美債20反1,15.67
