,成交筆數,成交股數,成交金額,收盤價,日期,最低價,最高價,本益比,漲跌價差,證券代號,證券名稱,開盤價
0,1,100,737,7.37,20191231,7.37,7.37,0.00,0.04,00636K,國泰中國A50+U,7.37
1,3,"1,000","7,332",7.33,20191230,7.33,7.34,0.0,0.01,00636K,國泰中國A50+U,7.34
2,1,100,732,7.32,20191227,7.32,7.32,0.0,0.09,00636K,國泰中國A50+U,7.32
3,1,100,723,7.23,20191226,7.23,7.23,0.0,0.04,00636K,國泰中國A50+U,7.23
4,1,100,719,7.19,20191225,7.19,7.19,0.0,0.01,00636K,國泰中國A50+U,7.19
5,1,100,720,7.2,20191224,7.2,7.2,0.0,0.06,00636K,國泰中國A50+U,7.2
6,1,100,726,7.26,20191223,7.26,7.26,0.0,0.04,00636K,國泰中國A50+U,7.26
7,1,100,730,7.3,20191220,7.3,7.3,0.0,0.02,00636K,國泰中國A50+U,7.3
8,1,100,728,7.28,20191219,7.28,7.28,0.0,0.02,00636K,國泰中國A50+U,7.28
9,1,100,730,7.3,20191218,7.3,7.3,0.0,0.01,00636K,國泰中國A50+U,7.3
10,1,100,731,7.31,20191217,7.31,7.31,0.0,0.11,00636K,國泰中國A50+U,7.31
11,1,100,720,7.2,20191216,7.2,7.2,0.0,0.01,00636K,國泰中國A50+U,7.2
12,1,100,721,7.21,20191213,7.21,7.21,0.0,0.15,00636K,國泰中國A50+U,7.21
13,1,100,706,7.06,20191212,7.06,7.06,0.0,0.02,00636K,國泰中國A50+U,7.06
14,1,100,704,7.04,20191211,7.04,7.04,0.0,0.01,00636K,國泰中國A50+U,7.04
15,1,100,703,7.03,20191210,7.03,7.03,0.0,0.01,00636K,國泰中國A50+U,7.03
16,1,100,704,7.04,20191209,7.04,7.04,0.0,0.01,00636K,國泰中國A50+U,7.04
17,2,200,"1,407",7.05,20191206,7.02,7.05,0.0,0.05,00636K,國泰中國A50+U,7.02
18,7,"3,500","24,656",7.0,20191205,7.0,7.06,0.0,0.06,00636K,國泰中國A50+U,7.0
19,1,100,694,6.94,20191204,6.94,6.94,0.0,0.02,00636K,國泰中國A50+U,6.94
20,1,100,696,6.96,20191203,6.96,6.96,0.0,0.01,00636K,國泰中國A50+U,6.96
21,1,100,697,6.97,20191202,6.97,6.97,0.0,0.03,00636K,國泰中國A50+U,6.97
22,1,100,694,6.94,20191129,6.94,6.94,0.0,0.12,00636K,國泰中國A50+U,6.94
23,1,100,706,7.06,20191128,7.06,7.06,0.0,0.03,00636K,國泰中國A50+U,7.06
24,1,100,709,7.09,20191127,7.09,7.09,0.0,0.01,00636K,國泰中國A50+U,7.09
25,3,"1,000","7,076",7.1,20191126,7.07,7.1,0.0,0.05,00636K,國泰中國A50+U,7.1
26,1,100,705,7.05,20191125,7.05,7.05,0.0,0.03,00636K,國泰中國A50+U,7.05
27,1,100,708,7.08,20191122,7.08,7.08,0.0,0.0,00636K,國泰中國A50+U,7.08
28,1,100,708,7.08,20191121,7.08,7.08,0.0,0.11,00636K,國泰中國A50+U,7.08
29,1,100,719,7.19,20191120,7.19,7.19,0.0,0.02,00636K,國泰中國A50+U,7.19
30,1,100,721,7.21,20191119,7.21,7.21,0.0,0.04,00636K,國泰中國A50+U,7.21
31,1,100,717,7.17,20191118,7.17,7.17,0.0,0.0,00636K,國泰中國A50+U,7.17
32,1,100,717,7.17,20191115,7.17,7.17,0.0,0.04,00636K,國泰中國A50+U,7.17
33,1,100,713,7.13,20191114,7.13,7.13,0.0,0.03,00636K,國泰中國A50+U,7.13
34,1,100,716,7.16,20191113,7.16,7.16,0.0,0.0,00636K,國泰中國A50+U,7.16
35,1,100,716,7.16,20191112,7.16,7.16,0.0,0.03,00636K,國泰中國A50+U,7.16
36,2,800,"5,755",7.19,20191111,7.19,7.22,0.0,0.19,00636K,國泰中國A50+U,7.22
37,1,100,738,7.38,20191108,7.38,7.38,0.0,0.08,00636K,國泰中國A50+U,7.38
38,1,100,730,7.3,20191107,7.3,7.3,0.0,0.05,00636K,國泰中國A50+U,7.3
39,1,100,735,7.35,20191106,7.35,7.35,0.0,0.03,00636K,國泰中國A50+U,7.35
40,1,100,738,7.38,20191105,7.38,7.38,0.0,0.09,00636K,國泰中國A50+U,7.38
41,1,100,729,7.29,20191104,7.29,7.29,0.0,0.1,00636K,國泰中國A50+U,7.29
42,1,100,719,7.19,20191101,7.19,7.19,0.0,0.07,00636K,國泰中國A50+U,7.19
43,1,100,712,7.12,20191031,7.12,7.12,0.0,0.05,00636K,國泰中國A50+U,7.12
44,1,100,707,7.07,20191030,7.07,7.07,0.0,0.05,00636K,國泰中國A50+U,7.07
45,1,100,712,7.12,20191029,7.12,7.12,0.0,0.01,00636K,國泰中國A50+U,7.12
46,1,100,711,7.11,20191028,7.11,7.11,0.0,0.06,00636K,國泰中國A50+U,7.11
47,1,100,705,7.05,20191025,7.05,7.05,0.0,0.01,00636K,國泰中國A50+U,7.05
48,1,100,706,7.06,20191024,7.06,7.06,0.0,0.01,00636K,國泰中國A50+U,7.06
49,1,100,705,7.05,20191023,7.05,7.05,0.0,0.01,00636K,國泰中國A50+U,7.05
50,1,100,706,7.06,20191022,7.06,7.06,0.0,0.03,00636K,國泰中國A50+U,7.06
51,1,100,709,7.09,20191021,7.09,7.09,0.0,0.02,00636K,國泰中國A50+U,7.09
52,1,100,711,7.11,20191018,7.11,7.11,0.0,0.02,00636K,國泰中國A50+U,7.11
53,1,100,713,7.13,20191017,7.13,7.13,0.0,0.01,00636K,國泰中國A50+U,7.13
54,1,100,712,7.12,20191016,7.12,7.12,0.0,0.05,00636K,國泰中國A50+U,7.12
55,1,100,717,7.17,20191015,7.17,7.17,0.0,0.03,00636K,國泰中國A50+U,7.17
56,1,100,720,7.2,20191014,7.2,7.2,0.0,0.3,00636K,國泰中國A50+U,7.2
57,1,100,690,6.9,20191009,6.9,6.9,0.0,0.04,00636K,國泰中國A50+U,6.9
58,1,100,694,6.94,20191008,6.94,6.94,0.0,0.13,00636K,國泰中國A50+U,6.94
59,1,100,681,6.81,20191007,6.81,6.81,0.0,0.02,00636K,國泰中國A50+U,6.81
60,1,100,683,6.83,20191004,6.83,6.83,0.0,0.07,00636K,國泰中國A50+U,6.83
61,22,"23,600","159,436",6.76,20191003,6.75,6.76,0.0,0.06,00636K,國泰中國A50+U,6.75
62,2,"1,200","8,185",6.82,20191002,6.82,6.83,0.0,0.02,00636K,國泰中國A50+U,6.83
63,2,800,"5,474",6.84,20191001,6.84,6.86,0.0,0.06,00636K,國泰中國A50+U,6.86
64,1,100,690,6.9,20190927,6.9,6.9,0.0,0.02,00636K,國泰中國A50+U,6.9
65,7,"5,200","35,994",6.92,20190926,6.92,6.97,0.0,0.05,00636K,國泰中國A50+U,6.97
66,1,100,697,6.97,20190925,6.97,6.97,0.0,0.01,00636K,國泰中國A50+U,6.97
67,1,100,696,6.96,20190924,6.96,6.96,0.0,0.06,00636K,國泰中國A50+U,6.96
68,1,100,690,6.9,20190923,6.9,6.9,0.0,0.16,00636K,國泰中國A50+U,6.9
69,2,200,"1,406",7.06,20190920,7.0,7.06,0.0,0.08,00636K,國泰中國A50+U,7.0
70,1,100,698,6.98,20190919,6.98,6.98,0.0,0.05,00636K,國泰中國A50+U,6.98
