,成交筆數,成交股數,成交金額,收盤價,日期,最低價,最高價,本益比,漲跌價差,證券代號,證券名稱,開盤價
0,21,"751,000","7,192,250",9.80,20191231,9.54,9.80,0.00,0.26,01009T,王道圓滿R1,9.54
1,16,"615,000","5,866,240",9.54,20191230,9.53,9.54,0.0,0.0,01009T,王道圓滿R1,9.53
2,15,"178,000","1,697,980",9.54,20191227,9.52,9.54,0.0,0.0,01009T,王道圓滿R1,9.52
3,7,"401,000","3,826,530",9.54,20191226,9.53,9.55,0.0,0.0,01009T,王道圓滿R1,9.55
4,6,"13,000","124,060",9.54,20191225,9.54,9.55,0.0,0.03,01009T,王道圓滿R1,9.55
5,17,"467,000","4,472,190",9.57,20191224,9.57,9.58,0.0,0.0,01009T,王道圓滿R1,9.57
6,10,"402,000","3,848,130",9.57,20191223,9.56,9.58,0.0,0.01,01009T,王道圓滿R1,9.56
7,23,"610,000","5,827,320",9.56,20191220,9.52,9.56,0.0,0.03,01009T,王道圓滿R1,9.52
8,15,"402,000","3,834,500",9.53,20191219,9.50,9.55,0.0,0.02,01009T,王道圓滿R1,9.50
9,9,"28,000","266,100",9.51,20191218,9.50,9.51,0.0,0.01,01009T,王道圓滿R1,9.50
10,8,"82,000","779,000",9.50,20191217,9.50,9.50,0.0,0.03,01009T,王道圓滿R1,9.50
11,9,"108,000","1,029,310",9.53,20191216,9.53,9.54,0.0,0.03,01009T,王道圓滿R1,9.54
12,8,"29,000","275,020",9.50,20191213,9.46,9.50,0.0,0.06,01009T,王道圓滿R1,9.46
13,11,"71,000","672,060",9.44,20191212,9.44,9.52,0.0,0.06,01009T,王道圓滿R1,9.52
14,11,"133,000","1,264,420",9.50,20191211,9.50,9.55,0.0,0.0,01009T,王道圓滿R1,9.50
15,15,"52,000","494,270",9.50,20191210,9.50,9.52,0.0,0.03,01009T,王道圓滿R1,9.51
16,21,"420,000","4,005,870",9.53,20191209,9.53,9.57,0.0,0.04,01009T,王道圓滿R1,9.57
17,7,"13,000","124,070",9.57,20191206,9.53,9.57,0.0,0.02,01009T,王道圓滿R1,9.55
18,10,"88,000","841,720",9.55,20191205,9.55,9.57,0.0,0.01,01009T,王道圓滿R1,9.56
19,14,"814,000","7,783,870",9.56,20191204,9.56,9.59,0.0,0.0,01009T,王道圓滿R1,9.59
20,22,"1,033,000","9,865,180",9.56,20191203,9.54,9.56,0.0,0.02,01009T,王道圓滿R1,9.55
21,18,"644,000","6,132,080",9.54,20191202,9.51,9.54,0.0,0.03,01009T,王道圓滿R1,9.51
22,19,"128,000","1,216,690",9.51,20191129,9.47,9.51,0.0,0.04,01009T,王道圓滿R1,9.47
23,24,"697,000","6,586,680",9.47,20191128,9.40,9.49,0.0,0.02,01009T,王道圓滿R1,9.45
24,23,"307,200","2,899,716",9.45,20191127,9.37,9.45,0.0,0.01,01009T,王道圓滿R1,9.42
25,15,"12,318,000","115,546,460",9.44,20191126,9.44,9.45,0.0,0.01,01009T,王道圓滿R1,9.45
26,18,"249,000","2,346,520",9.45,20191125,9.35,9.46,0.0,0.06,01009T,王道圓滿R1,9.37
27,11,"26,000","243,990",9.39,20191122,9.37,9.39,0.0,0.03,01009T,王道圓滿R1,9.39
28,26,"576,000","5,405,340",9.36,20191121,9.33,9.40,0.0,0.04,01009T,王道圓滿R1,9.33
29,11,"23,000","214,330",9.32,20191120,9.31,9.34,0.0,0.0,01009T,王道圓滿R1,9.31
30,12,"58,000","539,560",9.32,20191119,9.30,9.32,0.0,0.02,01009T,王道圓滿R1,9.30
31,10,"611,000","5,690,820",9.30,20191118,9.25,9.33,0.0,0.02,01009T,王道圓滿R1,9.32
32,6,"600,000","5,592,000",9.32,20191115,9.32,9.32,0.0,0.0,01009T,王道圓滿R1,9.32
33,12,"43,000","400,730",9.32,20191114,9.31,9.34,0.0,0.01,01009T,王道圓滿R1,9.34
34,14,"819,000","7,633,210",9.31,20191113,9.31,9.33,0.0,0.02,01009T,王道圓滿R1,9.32
35,18,"429,000","3,994,210",9.33,20191112,9.31,9.33,0.0,0.02,01009T,王道圓滿R1,9.31
36,20,"581,000","5,411,230",9.31,20191111,9.30,9.33,0.0,0.0,01009T,王道圓滿R1,9.32
37,20,"217,000","2,018,120",9.31,20191108,9.30,9.31,0.0,0.04,01009T,王道圓滿R1,9.30
38,11,"39,000","361,840",9.27,20191107,9.26,9.29,0.0,0.01,01009T,王道圓滿R1,9.26
39,41,"1,565,000","14,490,230",9.26,20191106,9.25,9.27,0.0,0.0,01009T,王道圓滿R1,9.25
40,22,"411,000","3,804,850",9.26,20191105,9.25,9.26,0.0,0.01,01009T,王道圓滿R1,9.25
41,64,"737,000","6,808,530",9.25,20191104,9.15,9.27,0.0,0.1,01009T,王道圓滿R1,9.15
42,41,"358,000","3,270,240",9.15,20191101,9.10,9.15,0.0,0.06,01009T,王道圓滿R1,9.10
43,32,"163,000","1,482,740",9.09,20191031,9.09,9.10,0.0,0.0,01009T,王道圓滿R1,9.09
44,15,"84,000","763,240",9.09,20191030,9.07,9.09,0.0,0.04,01009T,王道圓滿R1,9.09
45,11,"28,000","253,750",9.05,20191029,9.05,9.07,0.0,0.02,01009T,王道圓滿R1,9.06
46,3,"15,000","136,050",9.07,20191028,9.07,9.07,0.0,0.0,01009T,王道圓滿R1,9.07
47,15,"65,000","590,910",9.07,20191025,9.07,9.10,0.0,0.01,01009T,王道圓滿R1,9.10
48,25,"195,000","1,773,760",9.08,20191024,9.08,9.11,0.0,0.01,01009T,王道圓滿R1,9.10
49,11,"113,000","1,027,170",9.09,20191023,9.09,9.09,0.0,0.0,01009T,王道圓滿R1,9.09
50,32,"146,000","1,324,490",9.09,20191022,9.05,9.09,0.0,0.06,01009T,王道圓滿R1,9.05
51,18,"77,000","695,630",9.03,20191021,9.00,9.04,0.0,0.03,01009T,王道圓滿R1,9.03
52,14,"331,000","2,980,080",9.00,20191018,9.00,9.02,0.0,0.0,01009T,王道圓滿R1,9.00
53,21,"254,000","2,286,170",9.00,20191017,9.00,9.02,0.0,0.02,01009T,王道圓滿R1,9.00
54,16,"126,000","1,136,060",9.02,20191016,9.01,9.02,0.0,0.0,01009T,王道圓滿R1,9.02
55,18,"68,000","612,830",9.02,20191015,9.00,9.05,0.0,0.01,01009T,王道圓滿R1,9.02
56,17,"335,000","3,015,760",9.01,20191014,9.00,9.02,0.0,0.01,01009T,王道圓滿R1,9.00
57,32,"253,000","2,276,650",9.00,20191009,8.95,9.04,0.0,0.05,01009T,王道圓滿R1,8.95
58,29,"360,000","3,215,060",8.95,20191008,8.88,8.95,0.0,0.1,01009T,王道圓滿R1,8.88
59,26,"390,000","3,443,690",8.85,20191007,8.79,8.85,0.0,0.1,01009T,王道圓滿R1,8.80
60,35,"206,000","1,797,720",8.75,20191004,8.65,8.76,0.0,0.05,01009T,王道圓滿R1,8.70
61,24,"83,000","719,400",8.70,20191003,8.55,8.70,0.0,0.2,01009T,王道圓滿R1,8.55
62,197,"1,464,000","12,528,260",8.50,20191002,8.46,8.83,0.0,0.34,01009T,王道圓滿R1,8.83
63,10,"32,000","281,380",8.84,20191001,8.78,8.84,0.0,0.09,01009T,王道圓滿R1,8.79
64,50,"190,000","1,652,240",8.75,20190927,8.55,8.75,0.0,0.25,01009T,王道圓滿R1,8.58
65,250,"3,328,000","28,801,960",8.50,20190926,8.50,8.96,0.0,0.45,01009T,王道圓滿R1,8.96
66,23,"104,000","931,240",8.95,20190925,8.88,8.98,0.0,0.0,01009T,王道圓滿R1,8.98
67,130,"1,623,000","14,618,990",9.00,20190924,9.00,9.14,0.0,0.0,01009T,王道圓滿R1,9.14
68,120,"2,018,100","18,377,609",9.00,20190923,9.00,9.35,0.0,0.17,01009T,王道圓滿R1,9.20
69,2,"2,000","18,330",9.17,20190920,9.16,9.17,0.0,0.01,01009T,王道圓滿R1,9.16
70,2,"10,000","91,980",9.18,20190919,9.18,9.20,0.0,0.03,01009T,王道圓滿R1,9.20
71,8,"24,000","219,680",9.15,20190918,9.15,9.17,0.0,0.02,01009T,王道圓滿R1,9.17
72,6,"10,000","91,700",9.17,20190917,9.17,9.17,0.0,0.0,01009T,王道圓滿R1,9.17
73,12,"27,000","247,560",9.17,20190916,9.15,9.18,0.0,0.0,01009T,王道圓滿R1,9.15
74,2,"3,000","27,490",9.17,20190912,9.16,9.17,0.0,0.01,01009T,王道圓滿R1,9.16
75,6,"41,000","375,290",9.16,20190911,9.13,9.16,0.0,0.0,01009T,王道圓滿R1,9.16
76,10,"31,000","285,000",9.16,20190910,9.14,9.20,0.0,0.04,01009T,王道圓滿R1,9.14
77,7,"23,000","209,750",9.12,20190909,9.11,9.12,0.0,0.01,01009T,王道圓滿R1,9.11
78,13,"56,000","510,960",9.11,20190906,9.11,9.14,0.0,0.0,01009T,王道圓滿R1,9.12
79,5,"24,000","218,630",9.11,20190905,9.10,9.11,0.0,0.03,01009T,王道圓滿R1,9.10
80,5,"9,000","82,030",9.14,20190904,9.10,9.14,0.0,0.01,01009T,王道圓滿R1,9.14
81,2,"2,000","18,250",9.15,20190903,9.10,9.15,0.0,0.01,01009T,王道圓滿R1,9.10
82,8,"20,000","182,850",9.14,20190902,9.13,9.15,0.0,0.01,01009T,王道圓滿R1,9.15
83,5,"13,000","117,770",9.15,20190830,9.05,9.15,0.0,0.06,01009T,王道圓滿R1,9.05
84,9,"44,000","398,940",9.09,20190829,9.05,9.13,0.0,0.01,01009T,王道圓滿R1,9.05
85,2,"20,000","181,620",9.08,20190828,9.08,9.10,0.0,0.0,01009T,王道圓滿R1,9.10
86,0,0,0,--,20190827,--,--,0.0,0.0,01009T,王道圓滿R1,--
87,5,"18,000","161,500",9.18,20190826,8.96,9.18,0.0,0.0,01009T,王道圓滿R1,8.96
88,0,0,0,--,20190823,--,--,0.0,0.0,01009T,王道圓滿R1,--
89,2,"1,013","9,197",9.08,20190822,9.08,9.08,0.0,0.03,01009T,王道圓滿R1,9.08
90,1,"1,000","9,050",9.05,20190821,9.05,9.05,0.0,0.15,01009T,王道圓滿R1,9.05
91,4,"7,000","64,160",9.2,20190820,9.01,9.2,0.0,0.0,01009T,王道圓滿R1,9.15
92,2,"3,000","27,620",9.2,20190819,9.2,9.21,0.0,0.02,01009T,王道圓滿R1,9.21
93,5,"12,000","110,640",9.22,20190816,9.22,9.22,0.0,0.01,01009T,王道圓滿R1,9.22
94,3,"14,000","129,220",9.23,20190815,9.23,9.23,0.0,0.04,01009T,王道圓滿R1,9.23
95,9,"21,000","191,920",9.27,20190814,8.98,9.3,0.0,0.29,01009T,王道圓滿R1,8.98
96,5,"51,000","457,980",8.98,20190813,8.98,8.98,0.0,0.0,01009T,王道圓滿R1,8.98
97,13,"111,000","997,180",8.98,20190812,8.98,9.0,0.0,0.0,01009T,王道圓滿R1,8.99
